top - 17:57:20 up  2:51,  2 users,  load average: 8.00, 7.84, 6.77
Tasks:  40 total,   9 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  77.4% user,   7.0% system,   0.0% nice,  15.6% idle
Mem:    257044k total,    78708k used,   178336k free,    15124k buffers
Swap:        0k total,        0k used,        0k free,    50976k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND             
  930 u3        20   0   236  236  196 R 20.0  0.1  10:15.35 u3p1                
  795 u1        20   0   236  236  196 R 12.0  0.1  43:28.32 u1p1                
  821 u2        20   0   236  236  196 R 12.0  0.1  40:45.58 u2p1                
  834 u1        20   0   236  236  196 R 12.0  0.1  33:44.11 u1p2                
  942 u2        20   0   236  236  196 R 12.0  0.1   9:54.89 u2p2                
  998 u3        20   0   236  236  196 R 12.0  0.1   2:06.12 u3p2                
 1014 u4        20   0   236  236  196 R 12.0  0.1   1:43.83 u4p1                
 1020 u4        18   0   236  236  196 R  8.0  0.1   1:42.52 u4p2                
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.08 init                
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd             
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.01 ksoftirqd_CPU0      
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd              
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush             
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.71 kupdated            
   99 root       9   0     0    0    0 S  0.0  0.0   0:06.84 kjournald           
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd               
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient            
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap             
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd             
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd               
  695 Debian-e   9   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4               
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd               
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                 
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.01 sshd                
  716 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd           
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                 
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron                
  729 root       9   0  1632 1632 1208 S  0.0  0.6   0:00.02 bash                
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  735 root       9   0  2268 2260 1948 S  0.0  0.9   0:13.05 sshd                
  737 root       9   0  2268 2260 1948 S  0.0  0.9   0:00.01 sshd                
  739 root      11   0  1632 1632 1220 S  0.0  0.6   0:00.03 bash                
  779 root       9   0  2240 2232 1948 S  0.0  0.9   0:00.99 sshd                
  781 root       8   0  2240 2232 1948 S  0.0  0.9   0:00.00 sshd                
  783 root       9   0   980  980  784 S  0.0  0.4   0:00.01 sftp-server         
 1029 root      11   0   948  948  768 R  0.0  0.4   0:00.00 top                 


top - 17:57:21 up  2:51,  2 users,  load average: 8.00, 7.84, 6.77
Tasks:  40 total,   9 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s): 100.0% user,   0.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    78716k used,   178328k free,    15124k buffers
Swap:        0k total,        0k used,        0k free,    50980k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND             
  821 u2        16   0   236  236  196 R 14.0  0.1  40:45.72 u2p1                
 1020 u4        14   0   236  236  196 R 14.0  0.1   1:42.66 u4p2                
  795 u1        14   0   236  236  196 R 12.0  0.1  43:28.44 u1p1                
  834 u1        14   0   236  236  196 R 12.0  0.1  33:44.23 u1p2                
  930 u3        14   0   236  236  196 R 12.0  0.1  10:15.47 u3p1                
  942 u2        14   0   236  236  196 R 12.0  0.1   9:55.01 u2p2                
  998 u3        14   0   236  236  196 R 12.0  0.1   2:06.24 u3p2                
 1014 u4        14   0   236  236  196 R 12.0  0.1   1:43.95 u4p1                
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.08 init                
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd             
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.01 ksoftirqd_CPU0      
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd              
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush             
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.71 kupdated            
   99 root       9   0     0    0    0 S  0.0  0.0   0:06.84 kjournald           
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd               
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient            
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap             
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd             
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd               
  695 Debian-e   9   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4               
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd               
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                 
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.01 sshd                
  716 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd           
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                 
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron                
  729 root       9   0  1632 1632 1208 S  0.0  0.6   0:00.02 bash                
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty               
  735 root       9   0  2268 2260 1948 S  0.0  0.9   0:13.05 sshd                
  737 root       9   0  2268 2260 1948 S  0.0  0.9   0:00.01 sshd                
  739 root       9   0  1632 1632 1220 S  0.0  0.6   0:00.03 bash                
  779 root       9   0  2240 2232 1948 S  0.0  0.9   0:00.99 sshd                
  781 root       8   0  2240 2232 1948 S  0.0  0.9   0:00.00 sshd                
  783 root       9   0   980  980  784 S  0.0  0.4   0:00.01 sftp-server         
 1029 root       9   0  1036 1036  844 R  0.0  0.4   0:00.00 top                 


top - 17:57:22 up  2:51,  2 users,  load average: 8.00, 7.84, 6.77
Tasks:  40 total,   9 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  98.0% user,   2.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    78720k used,   178324k free,    15124k buffers
Swap:        0k total,        0k used,        0k free,    50984k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND             
  821 u2        19   0   236  236  196 R 15.0  0.1  40:45.87 u2p1                
  795 u1        14   0   236  236  196 R 12.0  0.1  43:28.56 u1p1                
  834 u1        14   0   236  236  196 R 12.0  0.1  33:44.35 u1p2                
  930 u3        14   0   236  236  196 R 12.0  0.1  10:15.59 u3p1                
  942 u2        14   0   236  236  196 R 12.0  0.1   9:55.13 u2p2                
  998 u3        14   0   236  236  196 R 12.0  0.1   2:06.36 u3p2                
 1014 u4        14   0   236  236  196 R 12.0  0.1   1:44.07 u4p1                
 1020 u4        14   0   236  236  196 R 12.0  0.1   1:42.78 u4p2                
   99 root       9   0     0    0    0 S  1.0  0.0   0:06.85 kjournald           
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.08 init                
